id,nome,cpf,dt_nascimento,nome_responsavel,matricula,dt_matricula,email,tb_curso_id
2220,Noah Nogueira,9282558938,1984-08-09,João Alves Porto,125583,2021-02-16,noah_nogueira@mail.com,2
2221,Enrico Moraes,8854588656,1989-07-04,Luiz Fernando Novaes Vieira,791356,2023-02-13,enrico_moraes@mail.com,4
2222,Carolina Cardoso,49366023592,1992-04-21,Natália Nogueira da Rocha,575290,2020-06-10,carolina_cardoso@mail.com,5
2223,Lorena Pires,81863811714,1989-10-17,Esther Nascimento Gonçalves,907941,2020-11-25,lorena_pires@mail.com,1
2224,Nina da Mota,10437177626,1984-07-11,Yago Cardoso Caldeira,57550,2019-02-05,nina_da@mail.com,3
2225,Guilherme Azevedo,98348908559,1986-03-26,Pietra Ramos Vieira,566408,2020-11-06,guilherme_azevedo@mail.com,5
2226,João Pedro Araújo,1915263394,1988-04-13,Maria Sophia Castro da Cunha,515385,2021-03-22,joão_pedro@mail.com,3
2227,Milena Duarte,11486894872,1999-01-22,Ana Sophia Ramos Fernandes,916790,2020-01-22,milena_duarte@mail.com,3
2228,Caroline Nogueira,78676920541,1999-07-01,Lavínia Costa Ribeiro,740967,2019-06-08,caroline_nogueira@mail.com,4
2229,Cauê Viana,51172287631,1996-07-19,Ana Carolina Martins Lopes,368880,2019-12-06,cauê_viana@mail.com,3
2230,Luna Lima,93192526688,1984-09-22,Eduarda Vieira Silva,808116,2023-07-21,luna_lima@mail.com,5
2231,Cecília Teixeira,92794945364,1997-01-04,Francisco das Neves Campos,198066,2021-05-15,cecília_teixeira@mail.com,1
2232,Ana Sophia Aragão,12710079972,1997-04-23,Alice da Conceição Rocha,475988,2022-11-10,ana_sophia@mail.com,4
2233,Breno Mendes,36804438620,1988-04-17,Bernardo Gonçalves Castro,311725,2019-06-28,breno_mendes@mail.com,2
2234,Carlos Eduardo Mendes,61499911496,1996-06-21,Miguel Costa Silveira,112012,2023-11-05,carlos_eduardo@mail.com,4
2235,Valentina Barbosa,67907579187,2003-08-01,Sabrina Moreira Peixoto,922153,2019-01-28,valentina_barbosa@mail.com,5
2236,Alexia Costa,66015551683,1996-05-17,Fernando Duarte Duarte,182472,2019-09-03,alexia_costa@mail.com,4
2237,Kevin Silveira,45050287596,1999-10-17,Juan Teixeira Duarte,760320,2022-09-25,kevin_silveira@mail.com,1
2238,Ana Teixeira,28969422808,2002-04-14,Enzo Gabriel Nunes Sales,438048,2020-05-07,ana_teixeira@mail.com,2
2239,Heitor Dias,78289143299,1999-11-05,João Gabriel Barros Azevedo,18679,2020-04-23,heitor_dias@mail.com,3
2240,Danilo Azevedo,5027486608,1993-11-02,Lucas Porto Cunha,25761,2020-02-09,danilo_azevedo@mail.com,2
2241,Nina da Conceição,50211881192,1993-12-03,Maria Julia Lima Rodrigues,973575,2021-05-07,nina_da@mail.com,3
2242,Caroline Aragão,61889329376,1987-07-22,Cauã Fernandes Costa,169267,2019-06-12,caroline_aragão@mail.com,4
2243,Brenda Barbosa,63909004511,1987-01-29,Mirella Moraes Carvalho,967473,2022-02-15,brenda_barbosa@mail.com,1
2244,Luigi Costela,61861451979,1988-03-04,João Vitor Barros Rodrigues,444164,2019-07-04,luigi_costela@mail.com,2
2245,Antônio da Luz,62124093075,2000-11-19,Noah Martins Moreira,663302,2022-09-03,antônio_da@mail.com,2
2246,Lorena Barros,17835645622,1994-05-05,Gustavo Azevedo Alves,916171,2022-06-05,lorena_barros@mail.com,2
2247,Paulo Castro,57490560336,2000-10-29,João Vitor Monteiro da Cunha,769065,2021-02-17,paulo_castro@mail.com,6
2248,Ana Vitória da Cunha,4078647432,1993-07-16,Luiza Aragão Moreira,460726,2023-07-18,ana_vitória@mail.com,2
2249,Julia Campos,20930929400,1989-09-18,Bárbara Azevedo Vieira,279432,2022-10-30,julia_campos@mail.com,5
2250,Enrico Correia,46335246664,1986-12-14,João Vitor Costela da Costa,359143,2019-10-25,enrico_correia@mail.com,3
2251,Cecília das Neves,89637043387,2000-03-29,Amanda Duarte Almeida,716856,2022-12-10,cecília_das@mail.com,6
2252,Cauê da Paz,52181206640,1989-09-27,Juan Barros Sales,788912,2023-02-26,cauê_da@mail.com,5
2253,Ana Clara Mendes,1570712716,2000-04-26,Clarice Dias Sales,537869,2021-07-26,ana_clara@mail.com,3
2254,Nina Nunes,93705040065,1992-05-25,Cauê Oliveira Ferreira,404696,2021-01-27,nina_nunes@mail.com,3
2255,Pietro Costa,25363338004,2005-04-02,Gustavo Freitas Nunes,77192,2022-06-01,pietro_costa@mail.com,2
2256,Maria Luiza Viana,77958117385,1988-10-29,Eduardo da Conceição Moraes,863354,2019-10-25,maria_luiza@mail.com,2
2257,Guilherme Martins,25538059960,1986-06-02,Lívia Rodrigues Teixeira,547476,2020-07-11,guilherme_martins@mail.com,1
2258,Yasmin da Rosa,13816883127,2004-12-07,Maria Alice Costa da Cunha,597478,2021-04-01,yasmin_da@mail.com,3
2259,Sarah Barbosa,51609999332,1992-06-28,João Miguel da Mota Costa,666113,2019-06-12,sarah_barbosa@mail.com,6
2260,Julia da Luz,19208331664,1985-08-23,Maria Luiza Peixoto Araújo,691962,2022-02-28,julia_da@mail.com,5
2261,Raul Campos,44113136992,1993-07-18,João Vitor Barros Viana,270126,2021-12-04,raul_campos@mail.com,2
2262,Erick Freitas,849357651,1999-11-11,Maysa da Mata Moura,137063,2023-07-21,erick_freitas@mail.com,5
2263,Gustavo Henrique Peixoto,53675591143,2002-09-22,Alexia Duarte Cardoso,793236,2020-11-24,gustavo_henrique@mail.com,4
2264,Joaquim Moura,39334669183,2002-12-09,Davi Gonçalves Aragão,30850,2023-06-10,joaquim_moura@mail.com,2
2265,Gabrielly da Cunha,76681550054,1986-09-15,Joaquim Castro Monteiro,401660,2022-09-04,gabrielly_da@mail.com,1
2266,Ana Laura Farias,31257352915,1990-08-31,Kaique Barros Silva,157806,2020-03-25,ana_laura@mail.com,3
2267,Isadora Barbosa,65240321547,1998-06-28,Antônio Gomes Caldeira,905782,2022-11-18,isadora_barbosa@mail.com,1
2268,Gabriel Castro,57978351466,2000-02-06,Igor Ramos Oliveira,881909,2020-03-13,gabriel_castro@mail.com,2
2269,Vitória Nascimento,25132418116,1987-07-16,Danilo Rezende Rodrigues,308719,2021-11-01,vitória_nascimento@mail.com,5
2270,Stella da Cruz,7154510172,1998-08-18,Fernanda Castro da Cunha,562056,2023-05-02,stella_da@mail.com,4
2271,Arthur Rodrigues,9045250544,1986-02-27,Maria Sophia Silva Farias,560704,2019-06-28,arthur_rodrigues@mail.com,4
2272,Davi Lucca Almeida,47042563411,2005-03-24,Luigi Costela das Neves,479160,2020-06-22,davi_lucca@mail.com,2
2273,André da Luz,67456859885,1997-12-24,Marcos Vinicius Moura Fernandes,526453,2020-03-11,andré_da@mail.com,6
2274,Davi Gomes,41265262610,2001-08-19,Guilherme da Conceição da Rocha,136170,2021-08-25,davi_gomes@mail.com,5
2275,Amanda Ribeiro,30672413568,1993-10-18,Maria Clara Cardoso Rocha,930596,2019-05-08,amanda_ribeiro@mail.com,5
2276,Maria Vitória Costela,56764022325,2003-10-14,Maria Julia Sales Silveira,700321,2023-11-29,maria_vitória@mail.com,1
2277,Juan da Conceição,2106710988,2000-11-29,Enzo Gabriel Nogueira da Luz,972053,2021-10-25,juan_da@mail.com,4
2278,Luiza Fogaça,42764373980,2005-02-26,Enzo Gabriel Freitas da Cruz,32402,2022-04-25,luiza_fogaça@mail.com,2
2279,Eloah Porto,24187145289,2003-01-20,Bruna Peixoto Moreira,880103,2022-04-29,eloah_porto@mail.com,1
2280,Alícia Duarte,87353538121,2004-02-29,Maitê Pinto Mendes,168642,2023-06-19,alícia_duarte@mail.com,4
2281,João Felipe Azevedo,91528381254,2005-08-30,Ana Laura Aragão Rocha,786930,2021-04-12,joão_felipe@mail.com,3
2282,Juliana da Mata,58490927039,1986-05-03,Ana Carolina da Costa Campos,588476,2021-03-01,juliana_da@mail.com,2
2283,Melissa Sales,15511818821,2005-04-21,Maria Sophia Fernandes Costa,150145,2023-03-21,melissa_sales@mail.com,5
2284,Larissa Carvalho,19753052056,1988-12-20,Alice da Rosa Lopes,365634,2020-02-14,larissa_carvalho@mail.com,2
2285,Letícia Jesus,40929478072,1996-10-31,Carlos Eduardo Cunha Campos,204426,2021-01-09,letícia_jesus@mail.com,2
2286,Samuel Peixoto,47794969528,1991-10-14,Miguel da Mata Cardoso,815989,2023-01-02,samuel_peixoto@mail.com,1
2287,André Duarte,10623700607,2001-11-04,Augusto Nascimento Costa,787448,2021-01-19,andré_duarte@mail.com,3
2288,João Pedro Costa,60205605096,1988-02-03,Felipe Ferreira Campos,450338,2020-06-24,joão_pedro@mail.com,1
2289,Emanuelly Castro,57423749339,1999-02-18,Bryan Nogueira Gomes,364616,2022-10-28,emanuelly_castro@mail.com,4
2290,Lavínia Moreira,26826837541,2003-12-31,Pedro Mendes Santos,833832,2023-12-03,lavínia_moreira@mail.com,4
2291,Sabrina Viana,47006599231,1994-04-09,João Lucas Almeida Araújo,333400,2019-08-06,sabrina_viana@mail.com,5
2292,Clarice das Neves,33020918797,1986-09-20,Maria Julia Fernandes Campos,156555,2020-07-13,clarice_das@mail.com,2
2293,Beatriz da Rocha,46826113208,1994-03-14,Maria Vitória Costela Fogaça,162570,2019-09-08,beatriz_da@mail.com,1
2294,Marcos Vinicius Barros,74219316974,1995-09-11,Luiz Fernando Moraes Costa,22821,2020-01-31,marcos_vinicius@mail.com,3
2295,João Pedro Correia,78772952954,2005-09-23,Vitor Gabriel Castro Lima,328864,2019-08-14,joão_pedro@mail.com,6
2296,Yasmin da Costa,46359095389,1995-06-26,Alice Melo Farias,198624,2019-09-07,yasmin_da@mail.com,2
2297,Maria Luiza Ribeiro,28769106361,1983-11-18,Stephany Rezende Almeida,849743,2019-04-05,maria_luiza@mail.com,5
2298,Cecília da Luz,21053310429,2003-11-12,Laís da Costa da Rosa,564430,2020-01-17,cecília_da@mail.com,2
2299,Ian Barbosa,47096351777,1999-08-13,Pietra Silva Ribeiro,301045,2023-06-27,ian_barbosa@mail.com,4
2300,Calebe Moreira,89256271410,1991-11-30,Lara Silveira Duarte,887245,2022-10-13,calebe_moreira@mail.com,4
2301,Miguel da Rocha,33979122077,1990-12-14,João Guilherme das Neves da Cunha,549246,2023-03-25,miguel_da@mail.com,5
2302,Ana Júlia Fernandes,80350698643,1990-06-07,Raquel Farias Nascimento,65168,2019-03-21,ana_júlia@mail.com,2
2303,Raul Ramos,32682068818,1985-05-03,Ana Laura Pires Araújo,244991,2020-12-01,raul_ramos@mail.com,4
2304,Bryan Cavalcanti,65494381776,2004-04-21,Juliana Vieira Moura,8673,2021-11-08,bryan_cavalcanti@mail.com,1
2305,Olivia Barros,66843856006,2001-07-06,Juan Jesus da Conceição,182523,2023-09-11,olivia_barros@mail.com,4
2306,Esther da Luz,3824913437,1999-12-27,Thales Campos Sales,369928,2022-06-10,esther_da@mail.com,2
2307,Ian Araújo,70065777394,1985-05-09,Cauã Costa da Mota,107376,2019-05-19,ian_araújo@mail.com,2
2308,Carolina Silva,16667600561,1991-04-27,Marina Lopes Santos,360826,2019-06-13,carolina_silva@mail.com,3
2309,Enzo Cardoso,82241560461,2001-04-05,Emilly Carvalho da Cruz,488695,2022-10-26,enzo_cardoso@mail.com,1
2310,Lucas Pires,9971432029,1989-04-08,Erick Moura Moura,814291,2019-06-11,lucas_pires@mail.com,2
2311,Julia Martins,66697558864,1993-02-03,Sabrina Monteiro Cunha,121185,2023-01-14,julia_martins@mail.com,1
2312,Ana Beatriz da Paz,83591613886,1989-07-21,Luiz Miguel Farias Almeida,410545,2021-06-23,ana_beatriz@mail.com,2
2313,Rafaela Martins,37485730802,2003-12-06,Raquel Santos Ribeiro,868473,2019-04-23,rafaela_martins@mail.com,5
2314,Lorenzo Correia,60416984738,2002-05-16,Felipe da Rocha Alves,918467,2020-10-20,lorenzo_correia@mail.com,2
2315,Pietro Dias,37666629922,1996-01-12,Sabrina Cavalcanti Nunes,827410,2020-03-31,pietro_dias@mail.com,5
2316,Eduardo Duarte,20237489142,1989-01-27,Diego Silveira Araújo,65801,2021-11-08,eduardo_duarte@mail.com,1
2317,Nina Oliveira,7635417959,2000-08-27,Pedro Henrique Campos Cavalcanti,631637,2019-10-27,nina_oliveira@mail.com,3
2318,João Nascimento,32099498664,1985-10-18,Mariana da Mata Campos,355567,2021-02-21,joão_nascimento@mail.com,5
2319,Leonardo Cardoso,86858555202,1993-09-17,Maria Alice Costela Nogueira,749515,2021-12-12,leonardo_cardoso@mail.com,3
2320,Brenda Rodrigues,42962786490,2004-09-12,Felipe Barros Almeida,312147,2020-07-05,brenda_rodrigues@mail.com,1
2321,Calebe Pinto,67090191715,1998-12-10,Ana Carolina Costa Barros,430037,2021-07-25,calebe_pinto@mail.com,2
2322,Gustavo da Rosa,19593116409,2005-02-07,Marina Cunha Nogueira,479360,2019-11-05,gustavo_da@mail.com,2
2323,Larissa Ramos,37725636687,1991-08-23,Brenda Fogaça Peixoto,158748,2023-03-01,larissa_ramos@mail.com,1
2324,João Gabriel Nogueira,47058529132,1993-03-22,Mariane Ribeiro Pires,198826,2019-10-31,joão_gabriel@mail.com,4
2325,Vinicius Cunha,82953721112,1994-03-10,Daniela Araújo da Mota,626521,2020-06-01,vinicius_cunha@mail.com,1
2326,Ana da Mota,76807817145,1994-03-06,Miguel da Mota Cavalcanti,15802,2020-06-03,ana_da@mail.com,6
2327,Lorena Moraes,89381398717,1997-01-14,Ana Júlia Dias da Rosa,797940,2020-02-23,lorena_moraes@mail.com,5
2328,Marcelo da Paz,85571679278,1990-11-26,Maria Jesus Viana,688543,2023-02-25,marcelo_da@mail.com,1
2329,Raul Costela,15483706775,1993-10-17,Lucas Moreira Moreira,923694,2022-04-19,raul_costela@mail.com,1
2330,Bernardo Caldeira,99044363698,1996-10-20,Ana Luiza Lima Araújo,302771,2021-01-16,bernardo_caldeira@mail.com,5
2331,Matheus Cunha,29569869271,1992-08-25,Evelyn Mendes Pires,318690,2021-01-25,matheus_cunha@mail.com,2
2332,Enzo Gabriel Rezende,40819924288,2000-02-20,Noah Rodrigues Cardoso,111452,2020-09-17,enzo_gabriel@mail.com,6
2333,Ana Peixoto,57449520821,1992-07-14,Caroline Pires Cavalcanti,573033,2023-08-16,ana_peixoto@mail.com,2
2334,Joaquim Mendes,3662322955,2003-02-21,Pedro Miguel Melo Oliveira,384913,2022-10-07,joaquim_mendes@mail.com,2
2335,Leonardo Gonçalves,35640398893,1998-07-10,Nathan Silveira Nascimento,720667,2020-06-26,leonardo_gonçalves@mail.com,3
2336,Kamilly da Cruz,18057073432,1995-04-13,Luiz Fernando Duarte da Costa,39058,2020-04-01,kamilly_da@mail.com,5
2337,Vitória da Cunha,1271754317,2003-02-01,Heitor Ferreira Novaes,465793,2019-02-17,vitória_da@mail.com,2
2338,Isabelly Vieira,86023132168,1987-11-24,Joana Nogueira Dias,73410,2022-01-08,isabelly_vieira@mail.com,4
2339,Lorenzo Carvalho,10399933587,1992-04-04,Enrico Teixeira Castro,869094,2021-05-10,lorenzo_carvalho@mail.com,5
2340,Alícia Silveira,61712803021,1987-02-16,Pietro Teixeira Peixoto,791077,2020-03-15,alícia_silveira@mail.com,4
2341,Caroline da Rosa,21444684759,1986-08-07,Alexandre da Paz da Cruz,81230,2020-01-29,caroline_da@mail.com,1
2342,Julia Ribeiro,87817843803,1984-04-06,Yago da Paz Fernandes,217495,2019-12-09,julia_ribeiro@mail.com,5
2343,Beatriz Freitas,74655205093,1986-03-02,João Vitor Barros da Costa,527357,2022-03-03,beatriz_freitas@mail.com,1
2344,Antônio Pereira,82278595790,1996-06-10,Ana Julia da Cruz Aragão,209457,2020-07-10,antônio_pereira@mail.com,1
2345,Nina Farias,14233895353,1988-02-05,Miguel Silva Cunha,879673,2022-03-10,nina_farias@mail.com,1
2346,Luiz Felipe Martins,38383706025,1989-05-26,Luiz Fernando Aragão Correia,685540,2021-09-29,luiz_felipe@mail.com,6
2347,Ana Júlia das Neves,36317999650,1986-04-16,Ryan da Conceição Campos,702469,2021-02-11,ana_júlia@mail.com,1
2348,Julia da Costa,95338742093,2005-01-14,Ana Sophia da Rocha Viana,361564,2022-04-06,julia_da@mail.com,2
2349,Isabella Almeida,62734622212,2001-11-04,Enzo Gabriel Barros Campos,70003,2020-07-07,isabella_almeida@mail.com,6
2350,Amanda Barbosa,22697883317,1986-12-12,Marcela Silveira Pires,272882,2020-09-03,amanda_barbosa@mail.com,5
2351,Bruno Ribeiro,19698783046,1995-09-20,Lucca da Rocha da Mata,457318,2018-12-15,bruno_ribeiro@mail.com,6
2352,Nicole Santos,12957728309,2003-09-03,Miguel Rocha Castro,258771,2023-06-21,nicole_santos@mail.com,3
2353,Bernardo Pereira,74416914233,1995-11-12,Rodrigo da Cruz Mendes,378397,2020-08-25,bernardo_pereira@mail.com,4
2354,Emanuelly Novaes,49293775669,2002-03-01,Giovanna Nunes Ribeiro,304723,2020-08-01,emanuelly_novaes@mail.com,1
2355,Bárbara Castro,43558496783,2001-11-22,Lucas Gabriel Caldeira da Mota,483411,2021-05-31,bárbara_castro@mail.com,4
2356,Ana Sophia Sales,74625181533,1986-03-26,Emanuel Nogueira Porto,419126,2021-05-20,ana_sophia@mail.com,2
2357,Lucca Cardoso,86008718392,1989-05-08,Stella da Luz Silveira,385449,2021-05-25,lucca_cardoso@mail.com,2
2358,Giovanna Alves,87764476798,1990-06-03,Emanuel Viana Silva,561883,2022-09-17,giovanna_alves@mail.com,3
2359,Maria Vitória Oliveira,52930679736,1998-04-03,Vicente Teixeira Fernandes,290604,2019-01-24,maria_vitória@mail.com,4
2360,Leandro Costela,43714170409,2002-11-09,Breno Ramos Duarte,562858,2021-07-22,leandro_costela@mail.com,6
2361,Theo Gonçalves,7561425245,2001-09-11,Vitória Gonçalves Dias,728142,2023-04-09,theo_gonçalves@mail.com,6
2362,Lucca Carvalho,41419036713,1997-10-13,Davi Luiz Aragão Vieira,760325,2023-06-10,lucca_carvalho@mail.com,6
2363,Arthur Rocha,78701041551,1996-11-04,Thales Porto da Rosa,771597,2023-04-10,arthur_rocha@mail.com,3
2364,Maria Clara Lima,80558517051,1984-11-24,Marcos Vinicius Novaes Silveira,581274,2023-03-11,maria_clara@mail.com,6
2365,Igor Ramos,6492738016,2001-01-23,Marina Pinto Rezende,819686,2023-11-01,igor_ramos@mail.com,4
2366,Isabella Araújo,97593582667,2002-07-30,Renan Vieira Ribeiro,807471,2021-10-09,isabella_araújo@mail.com,1
2367,Ana Vitória Rezende,20245033276,1989-08-29,Cauã Carvalho Melo,338469,2018-12-25,ana_vitória@mail.com,5
2368,Sophia Cunha,10723144415,1991-09-03,Melissa Gomes da Costa,929836,2021-02-27,sophia_cunha@mail.com,6
2369,Mariane Nunes,12571149093,1988-10-24,Maria Cecília Cunha Sales,313381,2022-11-04,mariane_nunes@mail.com,3
2370,João Lucas Moura,17780784255,1991-11-04,Bruno Moura Moura,808108,2019-03-03,joão_lucas@mail.com,3
2371,Letícia Rezende,69158650963,1996-05-30,Bruna Ramos da Cruz,742051,2020-04-24,letícia_rezende@mail.com,5
2372,Mariane Almeida,33130749777,1987-03-19,Bernardo Barros Martins,762548,2018-12-24,mariane_almeida@mail.com,3
2373,Letícia Cardoso,44483324328,1986-03-16,Maria Vitória Dias Peixoto,480358,2022-03-06,letícia_cardoso@mail.com,1
2374,Vitor Melo,56183148909,1992-02-27,Stella Vieira Souza,428942,2022-02-06,vitor_melo@mail.com,6
2375,Emanuelly Azevedo,64723338347,2003-09-13,Milena Barros Vieira,186852,2023-04-13,emanuelly_azevedo@mail.com,4
2376,Nicolas Pereira,74734835615,1994-12-15,Isabelly Pinto Fogaça,1978,2021-11-20,nicolas_pereira@mail.com,5
2377,Raquel Fogaça,68986410880,1989-05-22,Leonardo Lopes Farias,446306,2019-06-20,raquel_fogaça@mail.com,5
2378,Maria Viana,87687568064,1989-08-24,Fernanda da Luz Azevedo,594894,2021-07-17,maria_viana@mail.com,2
2379,Isabelly da Rocha,54931466485,1994-10-02,Emanuel Viana Ribeiro,865953,2020-07-07,isabelly_da@mail.com,2
2380,Valentina Cardoso,20163095946,1992-10-09,Caroline Oliveira Porto,242501,2022-11-06,valentina_cardoso@mail.com,1
2381,Lavínia Melo,61019693746,2003-05-08,Maria Cardoso da Cruz,741339,2023-02-14,lavínia_melo@mail.com,3
2382,Nina Caldeira,13568061345,1993-07-05,Stephany Fogaça Fernandes,678435,2021-02-09,nina_caldeira@mail.com,3
2383,Eduarda Moreira,38090626372,1996-01-28,Natália Cardoso Campos,965385,2020-06-09,eduarda_moreira@mail.com,6
2384,Calebe Correia,31041430125,1999-01-26,Vicente das Neves Almeida,297553,2022-04-03,calebe_correia@mail.com,2
2385,Vitor Moreira,86142072457,1984-06-05,Laura Cavalcanti da Costa,817549,2022-08-22,vitor_moreira@mail.com,2
2386,Bianca Barbosa,75950148407,1990-11-19,Mariana Sales Caldeira,535138,2020-09-05,bianca_barbosa@mail.com,6
2387,Thomas Moreira,4399013759,1986-06-29,Ana Luiza da Mota Nogueira,919827,2020-05-16,thomas_moreira@mail.com,2
2388,João Felipe Campos,33059599246,1999-10-02,Alana da Luz Barros,409095,2021-07-31,joão_felipe@mail.com,1
2389,Helena da Rocha,6350939087,1997-06-15,Alice da Costa Sales,979842,2022-06-03,helena_da@mail.com,4
2390,Guilherme Melo,30245915098,2002-05-06,Fernando Ferreira Freitas,507906,2020-11-17,guilherme_melo@mail.com,6
2391,Lucca Viana,33322622916,1987-04-08,Ana Vitória Alves Pereira,222218,2021-04-20,lucca_viana@mail.com,6
2392,Enzo Rocha,21259942193,1985-09-03,Brenda Ferreira Moreira,477759,2020-05-21,enzo_rocha@mail.com,4
2393,Nina da Rocha,69310778263,1986-09-20,Antônio Ramos Campos,17812,2022-09-22,nina_da@mail.com,4
2394,Raquel das Neves,44321738991,1991-01-27,Ana Julia da Conceição Dias,958610,2023-02-28,raquel_das@mail.com,5
2395,Pedro Moraes,92918742391,1989-02-27,Julia da Costa Moraes,712311,2023-01-10,pedro_moraes@mail.com,1
2396,Luiz Otávio Santos,1699985771,1993-03-28,Gabriel Pinto Monteiro,194014,2021-08-09,luiz_otávio@mail.com,3
2397,Maria Julia Pereira,65668501192,1999-10-04,Maria Eduarda Moreira Melo,113861,2020-05-07,maria_julia@mail.com,3
2398,Marcos Vinicius Barros,90295301351,1985-08-09,Maria Vitória Pires Mendes,741219,2020-03-13,marcos_vinicius@mail.com,4
2399,Cauê Moura,97559074780,2000-02-19,Ana Luiza Oliveira Silva,625765,2021-12-06,cauê_moura@mail.com,3
2400,Ryan Porto,74796592241,1990-03-03,Felipe Correia da Cruz,500629,2023-10-17,ryan_porto@mail.com,4
2401,Carolina Santos,4586859903,1985-09-13,André Azevedo Moraes,411112,2020-04-19,carolina_santos@mail.com,6
2402,Emanuella Costa,78168939101,2001-02-28,Ana Beatriz Martins Lopes,833724,2018-12-23,emanuella_costa@mail.com,3
2403,Brenda Teixeira,25924446594,1987-02-20,Ryan Farias Barros,126572,2022-06-30,brenda_teixeira@mail.com,2
2404,Maria Fernanda Teixeira,78295132036,1993-09-22,Rafaela Fernandes Aragão,501756,2019-07-17,maria_fernanda@mail.com,4
2405,Nathan Porto,2110826315,1986-06-14,Camila Freitas da Paz,867321,2022-04-21,nathan_porto@mail.com,1
2406,Lavínia Moura,95989862762,1993-03-18,Letícia da Rocha Souza,272360,2021-12-14,lavínia_moura@mail.com,6
2407,Maria Eduarda Campos,77655703526,1989-11-30,Ana da Cruz Porto,210145,2023-07-10,maria_eduarda@mail.com,1
2408,João Miguel Ramos,51031285092,1991-05-10,Anthony Ribeiro Moreira,145163,2019-08-18,joão_miguel@mail.com,5
2409,Davi Cardoso,25035521908,1998-09-15,Lara da Rosa Dias,831392,2020-02-07,davi_cardoso@mail.com,3
